Student 1,Student 2,Student 3,Student 4,Student 5,Student 6,Student 7,Student 8,Student 9,Student 10
113.13,96.35,171.95,161.28,204.85,171.05,106.58,130.95,138.43,104.22
113.32,96.17,172.15,161.37,205.02,170.82,106.38,132.15,137.98,104.22
113.48,95.97,172.15,161.5,204.98,170.22,106.18,133.32,137.53,104.2
113.73,95.68,172.2,161.57,204.5,169.62,105.97,134.48,137.08,104.18
113.95,95.47,172.2,161.73,203.95,169,105.78,135.65,136.62,104.15
114.17,95.22,172.52,161.93,203.43,168.4,105.6,136.87,136.18,104.1
114.35,94.97,172.83,162.13,202.95,167.82,105.4,138.07,135.77,104.03
114.52,94.92,173.12,162.35,202.42,167.15,105.23,139.28,135.38,103.93
114.7,95,173.42,162.38,201.9,166.5,105.07,140.48,134.98,103.87
114.9,95.18,173.6,162.43,201.3,165.88,104.87,141.73,134.58,103.78
115.12,95.05,174.05,162.5,200.58,165.33,104.77,142.33,134.15,103.73
115.32,95.15,174.5,162.53,199.88,164.8,104.62,142.88,133.73,103.83
115.62,95.3,174.92,162.52,199.23,164.28,104.48,143.48,133.33,103.98
115.87,95.43,175.35,162.48,198.57,163.75,104.38,144.22,132.77,104.15
116.07,95.57,175.75,162.43,197.88,163.25,104.25,144.95,132.15,104.3
116.38,95.35,176.05,162.38,197.2,162.72,104.12,145.53,131.53,104.43
116.7,95.32,176.37,162.35,196.53,162.17,104.03,146,130.9,104.7
117.05,95.35,176.75,162.37,195.85,161.57,103.95,146.52,130.25,104.9
117.65,95.52,177.2,162.43,195.15,161.03,103.83,146.88,129.48,105.12
118.23,95.47,177.62,162.53,194.57,160.5,103.73,147.2,128.8,105.28
118.88,95.67,178.05,162.65,193.98,160.12,103.53,147.65,128.12,105.45
119.58,95.85,178.47,162.7,193.48,159.67,103.28,148.07,127.53,105.62
120.27,96.03,178.95,162.75,192.9,159.18,103.15,148.63,127.08,105.73
120.92,96.23,179.45,162.87,192.2,158.68,102.97,149.07,126.63,105.98
121.42,96.45,179.75,162.95,191.47,158.22,102.65,149.58,126.23,106.28
121.98,96.67,180.07,163.02,190.73,157.75,102.35,150.05,125.87,106.73
122.63,96.83,180.3,163.13,189.98,157.27,102.03,150.52,125.52,107.22
123.28,96.93,180.48,163.3,189.27,156.77,101.85,150.97,125.22,107.75
123.93,97.08,180.6,163.53,188.73,156.27,101.67,151.68,124.92,108.32
124.68,97.22,180.73,163.85,188.2,155.73,101.68,152.5,124.62,108.95
125.42,97.37,180.85,164.15,187.62,155.2,101.5,153.32,124.37,109.52
126.3,97.52,181.02,164.4,187.1,154.7,101.23,154.15,124.08,110.1
127.27,97.65,181.15,164.65,186.6,154.2,100.95,155.17,123.82,110.65
128.38,97.77,181.33,164.98,186.13,153.9,100.7,156.2,123.55,111.37
129.48,97.93,181.52,165.27,185.72,153.62,100.42,157.25,123.33,112.05
130.78,97.95,181.62,165.55,185.32,153.28,100.2,158.25,123.13,112.75
132.1,98.02,181.85,165.85,184.88,152.97,99.95,159.33,122.93,113.48
133.1,98.07,182.03,166.12,184.4,152.68,99.77,160.18,122.8,114.23
133.93,98.17,182.25,166.33,183.87,152.38,99.52,161,122.72,114.97
134.72,98.42,182.45,166.57,183.32,152.13,99.25,161.78,122.62,115.7
135.52,98.75,182.67,166.82,182.68,151.9,99.05,162.03,122.63,116.43
136.53,99.13,182.9,167.1,182.07,151.5,98.85,162.3,122.68,117.22
137.58,99.5,183.15,167.37,181.45,151.12,98.67,162.35,122.63,118
138.6,99.92,183.55,167.68,180.82,150.77,98.5,162.37,122.88,118.78
139.6,100.35,183.9,167.97,180.15,150.47,98.32,162.22,123.13,119.55
140.55,100.77,184.15,168.22,179.43,150.38,98.12,162.13,123.4,120.28
141.48,101.18,184.4,168.53,178.7,150.25,97.9,162.05,123.65,120.9
142.42,101.57,184.65,168.85,178.03,150.12,98.43,161.7,123.88,121.53
143.35,101.95,184.73,169.15,177.4,150,98.97,161.43,124.15,122.17
144.28,102.42,184.73,169.4,176.78,149.82,99.47,161.17,124.43,122.77
145.3,102.9,184.75,169.72,176.23,149.62,100.07,160.88,124.77,123.37
146.27,103.42,184.77,170.07,175.63,149.4,100.6,160.38,125.12,123.92
147.2,104.05,184.78,170.4,175.17,149.15,101.13,159.82,125.45,124.48
148.17,104.63,184.78,170.72,174.6,148.88,101.67,159.3,125.82,125.08
149.15,105.23,184.77,171.02,174.08,148.67,102.2,158.85,126.17,125.67
150.15,105.82,184.72,171.37,173.62,148.45,102.67,158.32,126.48,126.23
151.12,106.38,184.53,171.77,173.15,148.2,103.08,157.8,126.78,126.77
152.07,107.1,184.82,172.12,172.72,148.02,103.57,157.03,127.08,127.35
153.08,107.87,185.13,172.43,172.23,147.83,104,156.32,127.35,127.82
154.05,108.67,185.42,172.75,171.78,147.7,104.42,155.65,127.67,128.32
155.03,109.42,185.7,173.13,171.35,147.6,104.88,154.97,128.15,128.8
156.03,110.23,186.05,173.23,170.9,147.5,105.37,154.33,128.98,129.27
157.02,110.9,186.6,173.32,170.67,147.55,105.82,153.68,129.83,129.7
158.03,111.82,187.1,173.47,170.88,147.58,106.27,153.02,130.65,130.27
159.05,112.72,187.6,173.47,171.18,147.62,106.67,152.38,131.47,130.82
160.1,113.68,187.8,173.37,171.43,147.6,107.1,151.75,132.28,131.37
161.12,114.63,188.03,173.28,171.8,147.58,107.55,151.23,133.07,131.97
162.17,115.53,188.32,173.15,172.2,147.58,108,150.63,133.77,132.6
163.25,116.45,188.57,173.2,172.6,147.58,108.25,150.1,134.47,133.2
164.33,117.28,188.8,173.23,173,147.42,108.53,149.6,135.2,133.82
165.4,118.2,188.87,173.25,173.52,147.18,108.8,149.12,135.7,134.38
166.48,118.9,188.97,173.28,174.03,147,109.08,148.6,136.2,134.77
167.53,119.43,189.12,173.32,174.48,146.78,109.32,148.03,136.75,135.12
168.67,120.02,189.25,173.37,174.92,146.58,109.55,147.43,137.48,135.52
169.85,120.58,189.2,173.47,175.3,146.42,109.63,146.82,138.28,135.92
170.92,121.17,189.3,173.6,175.62,146.18,109.78,146.38,139.07,136.33
171.95,121.73,189.35,173.73,176.05,145.93,109.83,145.93,139.9,136.62
172.97,122.23,189.4,173.87,176.43,145.7,109.88,145.45,140.7,136.97
173.72,122.7,189.37,173.98,176.83,145.65,109.98,145.08,141.68,137.35
174.5,123.18,189.35,174.03,177.2,145.6,110.07,144.77,142.58,137.78
175.23,123.57,189.27,174.03,177.52,145.53,110.32,144.37,143.47,138.23
175.87,123.97,189.2,173.95,177.63,145.5,110.62,144,144.33,138.67
176.47,124.35,189.08,173.87,178.12,145.48,110.85,143.42,145.18,139.07
177.07,124.72,188.93,173.73,178.58,145.47,111.07,142.88,146.13,139.38
177.67,125.05,188.97,173.6,179.07,145.45,111.42,142.33,146.98,139.67
178.28,125.37,189.02,173.48,179.53,145.32,111.78,141.82,147.87,139.98
178.87,125.72,189.13,173.33,180,145.23,112.17,141.3,148.7,140.28
179.43,126.1,189.27,173.15,179.53,145.15,112.38,140.8,149.52,140.6
180.07,126.47,189.53,172.93,178.92,145.08,112.65,140.32,150.35,140.88
180.68,126.87,189.78,172.67,178.3,145,112.75,139.95,151.2,141.15
181.4,127.27,190.03,172.4,177.7,144.9,113,139.62,151.95,141.47
181.97,127.67,190.25,172.13,177.1,144.73,113.55,139.32,152.65,141.8
182.5,128.07,190.52,171.87,176.53,144.58,114.08,138.85,153.32,142.17
183.05,128.53,190.72,171.52,175.98,144.4,114.63,138.38,154.05,142.4
183.58,129.05,190.9,171.25,175.37,144.18,115.25,137.88,154.47,142.68
184.12,129.65,191.13,170.97,174.7,143.98,115.72,137.42,154.87,142.95
184.7,130.17,191.2,170.73,174.07,143.77,116.18,136.92,155.28,143.2
185.33,130.73,191.28,170.5,173.47,143.53,116.62,136.48,155.63,143.47
185.97,131.37,191.38,170.28,172.85,143.33,117.1,135.85,155.97,143.73
186.58,131.78,191.5,170.07,172.25,143.12,117.62,135.27,156.32,144
187.17,132.17,191.58,169.85,171.77,142.9,118.23,135.25,156.63,144.25
187.57,132.53,191.62,169.6,171.22,142.67,118.82,135.15,156.9,144.4
187.87,132.9,191.63,169.37,170.83,142.4,119.38,135.37,157.3,144.57
188.22,133.2,191.48,169.08,170.53,142.12,119.93,135.58,157.43,144.75
188.58,133.52,191.67,168.85,170.22,141.78,120.57,135.97,157.5,144.95
188.95,133.8,191.88,168.55,169.92,141.45,121.23,136.27,157.53,145.1
189.33,134.07,192.13,168.18,169.65,141.02,121.93,136.55,157.58,145.38
189.7,134.3,192.38,167.8,169.38,140.6,121.95,136.75,157.6,145.58
190.07,134.52,192.62,167.4,169.13,140.18,121.98,136.85,157.58,145.73
190.33,134.73,192.85,167.07,168.82,139.68,122.08,136.88,157.53,145.92
190.48,134.93,193.13,166.68,168.55,139.23,122.12,136.95,157.42,146.08
190.68,135.18,193.37,166.33,168.27,138.77,122.22,137.13,157.27,146.25
190.92,135.28,193.57,166,167.85,138.27,122.3,137.37,157.12,146.45
191.15,135.38,193.77,165.68,167.57,137.78,122.38,137.57,156.93,146.57
191.35,135.48,193.97,165.37,167.22,137.3,122.48,137.83,156.77,146.7
191.55,135.48,194.15,165.02,166.82,136.8,122.65,138.03,156.65,146.75
191.73,135.48,194.3,164.62,166.4,136.3,122.83,138.23,156.53,146.88
191.92,135.3,194.38,164.27,165.95,135.73,122.9,138.47,156.4,147.03
192.02,135.12,194.45,163.95,165.52,135.18,122.95,138.68,156.32,147.2
192.28,134.9,194.67,163.67,165.08,134.6,122.98,138.97,156.22,147.35
192.53,134.68,194.85,163.3,164.67,134.05,122.98,139.23,155.97,147.48
192.78,134.47,195.03,163.22,164.22,133.67,122.93,139.5,155.35,147.65
192.38,134.42,195.27,163.18,163.7,133.42,122.85,139.8,154.7,147.88
191.88,134.2,195.5,163.07,163.18,133.13,122.75,140.15,154.07,148
191.4,133.95,195.75,163.03,162.67,132.87,122.7,140.45,153.42,148.1
190.8,133.62,195.8,163.03,162.13,132.63,122.63,140.73,152.68,148.17
190.2,133.23,195.82,163.03,161.47,132.4,122.55,140.87,151.97,148.22
189.6,132.87,195.6,163.23,160.8,132.18,122.48,140.93,151.28,148.32
188.95,132.47,195.38,163.43,160.15,131.95,122.6,140.92,150.62,148.47
188.27,132.03,195.2,163.63,159.5,131.75,122.78,140.9,149.9,148.6
187.63,131.62,194.93,163.87,158.87,131.55,122.97,140.85,149.4,148.73
187.02,131.4,194.62,164.1,158.2,131.27,123.2,140.8,148.9,148.9
186.4,131.3,194.3,164.4,157.52,131.03,123.3,140.8,148.33,149.1
185.55,131.17,194,164.7,156.88,130.75,123.37,140.85,147.73,149.23
184.72,131.05,193.92,164.97,156.35,130.42,123.57,140.92,147.12,149.37
183.92,130.92,193.82,165.22,155.77,130.13,124,141.02,146.48,149.5
182.85,130.83,193.78,165.47,155.12,129.83,124.5,141.3,145.82,149.62
181.73,130.75,193.78,165.65,154.57,129.53,124.97,141.58,145.18,149.73
180.63,130.78,193.72,165.85,154.02,129.22,125.38,141.83,144.48,149.8
179.55,130.75,193.63,166.15,153.48,128.9,125.82,142.03,143.78,149.83
178.5,130.73,193.78,166.48,152.97,128.77,126.18,142.22,143.07,149.87
177.47,130.82,193.93,166.93,152.55,128.63,126.52,142.35,142.37,149.88
176.47,130.88,194.08,167.37,151.88,128.52,126.83,142.53,141.58,149.98
175.53,130.93,194.25,167.92,151.2,128.32,127.22,142.63,140.68,150.07
174.6,131,194.42,168.43,150.55,128.17,127.53,142.7,139.82,150.15
173.68,131.08,194.55,168.92,149.87,128.13,127.8,142.75,139.02,150.03
172.75,131.1,194.68,169.53,149.08,128.08,128.1,142.82,138.25,149.88
171.77,131.18,194.98,170.08,149.25,128.07,128.4,142.85,137.52,149.72
170.72,131.32,195.2,170.6,149.38,128.05,128.65,142.87,136.77,149.43
169.63,131.42,195.33,170.88,149.52,128.02,128.85,142.75,136.12,149.22
168.62,131.53,195.52,171.13,149.67,128.02,129.05,142.58,135.52,148.93
167.67,131.68,195.68,171.28,149.85,128.02,129,142.6,134.93,148.62
166.72,131.82,195.87,171.42,150.22,128.05,128.95,142.72,134.35,148.3
165.77,131.92,196.03,171.58,150.47,128.08,128.87,142.83,133.7,147.98
164.82,131.95,196.25,171.67,150.78,128,128.72,142.98,133.3,147.63
163.87,132,196.45,171.72,151.13,127.88,128.53,143.12,132.88,147.3
162.85,132.02,196.58,171.7,151.45,127.77,128.35,143.25,132.4,146.78
161.77,131.98,196.67,171.63,151.75,127.65,128.18,143.28,131.98,146.23
160.63,131.82,196.75,171.53,152.07,127.52,128.18,143.53,131.55,145.98
159.53,131.68,196.8,171.4,152.4,127.35,128.13,143.73,131.12,145.73
158.47,131.57,196.75,171.23,152.75,127.22,128.07,143.88,130.67,145.52
157.33,131.43,196.78,171.05,153.13,127,127.9,144.13,130.23,145.3
156.3,131.32,196.83,170.82,153.37,126.9,127.75,144.23,129.75,145.05
155.22,131.27,196.88,170.65,153.52,126.58,127.62,144.33,129.23,144.77
154.15,131.2,196.62,170.43,153.7,126.32,127.48,144.45,128.8,144.43
153.12,131.17,196.37,170.28,153.88,126.07,127.32,144.77,128.35,144.17
152.08,131.07,196.1,170.2,154.05,125.95,127.08,145.12,127.93,143.87
150.98,131,195.85,170.3,154.23,125.78,126.85,145.55,127.52,143.62
149.88,130.92,195.63,170.4,154.37,125.63,126.58,146.02,127.07,143.42
148.83,130.8,195.42,170.42,154.55,125.52,126.27,146.55,126.33,143.27
147.78,130.68,195.2,170.38,154.67,125.38,125.93,147.03,125.65,143.13
146.72,130.95,194.95,170.33,154.8,125.23,125.58,147.58,125,143.02
145.57,131.28,194.6,170.23,154.93,125.13,125.27,148.13,124.33,142.92
144.45,131.6,194.27,170.1,155.05,125.03,124.93,148.68,123.67,142.88
143.37,131.93,193.93,169.98,155.12,124.87,124.58,149.2,123.02,142.85
142.32,132.38,193.63,169.85,155.22,124.72,124.23,149.72,122.42,142.93
141.33,132.83,193.47,169.67,155.28,124.53,123.93,150.25,121.85,142.97
140.37,133.32,193.42,169.52,155.35,124.4,123.67,150.78,121.28,142.97
139.5,133.73,193.38,169.3,155.28,124.23,123.45,151.28,120.73,142.72
138.47,134.12,193.18,169.03,155.22,124.1,123.18,151.92,120.15,142.5
137.48,134.5,192.97,168.75,155.13,123.92,122.88,152.58,119.6,142.35
136.53,134.87,192.72,168.47,155.08,123.63,122.58,153.27,119.08,142.18
136.23,135.27,192.45,168.5,155.07,123.28,122.35,153.93,118.53,141.98
135.98,135.67,192.23,168.73,155.05,122.92,122,154.57,118.02,141.8
135.72,136.02,192.2,168.95,154.97,122.55,121.7,155.23,117.5,141.63
135.37,136.42,192.33,169.17,154.9,122.17,121.32,155.95,117.03,141.47
135.07,136.87,192.48,169.43,154.87,121.78,120.88,156.73,116.55,141.27
134.78,137.32,192.8,169.52,154.85,121.38,120.43,157.72,116.05,141.03
134.53,137.98,193.12,169.22,154.85,120.98,119.98,158.72,115.57,140.73
134.25,138.7,193.45,168.98,154.85,120.57,119.5,159.72,115.12,140.43
133.92,139.35,193.8,168.75,154.85,120.18,119.02,160.72,114.72,140.15
133.55,140.05,194.2,168.57,154.8,119.8,118.38,161.73,114.32,139.87
133.18,140.73,194.6,168.35,154.77,119.45,117.9,162.77,113.92,139.52
132.97,141.43,194.98,168.12,154.65,119.13,117.43,163.77,113.53,139.2
132.57,142.15,195.4,167.87,154.55,118.82,116.98,164.78,113.22,138.93
132.18,142.87,195.8,167.63,154.55,118.67,116.23,165.77,112.87,138.63
132.05,143.55,196.22,167.38,154.55,118.53,115.47,166.6,112.52,138.33
131.97,144.23,196.15,167.17,154.53,118.4,115.53,167.42,112.15,138.1
131.85,144.83,196.18,166.92,154.57,118.23,115.67,168.27,111.83,137.73
131.48,145.47,196.22,166.6,154.57,118.1,115.75,169.08,111.53,137.3
131.12,146.13,196.07,166.27,154.63,117.73,115.97,169.98,111.32,136.88
130.73,146.68,195.92,165.92,154.4,117.33,116.25,170.93,111.05,136.5
130.42,147.23,195.78,165.55,154.05,116.95,116.47,171.85,110.78,136
130.03,147.8,195.67,165.02,153.77,116.68,116.63,172.77,110.53,135.47
129.67,148.37,195.52,164.48,153.48,116.35,116.8,173.7,110.25,134.98
129.33,148.9,195.43,163.97,153.13,116.02,116.97,174.63,109.9,134.52
128.98,149.47,195.27,163.27,152.87,115.65,117.1,175.53,109.5,134.07
128.6,149.95,194.97,162.62,152.6,115.23,117.22,176.33,109.08,133.6
128.27,150.38,194.72,162.03,152.32,114.85,117.3,177.13,108.65,133.27
127.95,150.73,194.5,161.68,151.98,114.5,117.45,177.97,108.13,132.87
127.47,151.08,194.25,161.42,151.67,114.12,117.55,178.73,107.63,132.53
126.92,151.42,194,161.28,151.28,113.7,117.68,179.28,107.18,132.18
126.37,151.77,193.7,161.12,150.73,113.27,117.8,179.73,106.75,131.83
125.97,152.08,193.35,160.9,150.18,112.82,117.75,180.17,106.33,131.42
125.62,152.4,192.97,160.75,149.57,112.5,117.77,180.8,105.9,131.07
125.2,152.72,192.62,160.65,148.92,112.27,117.8,181.42,105.5,130.7
124.82,153.08,192.33,160.6,148.28,112.02,117.83,182.03,105.18,130.68
124.38,153.48,192.13,160.68,147.53,111.85,117.85,182.88,104.87,130.67
124,153.92,191.93,160.77,146.78,111.7,117.7,183.68,104.55,130.35
123.28,154.33,191.78,160.9,146.03,111.58,117.58,184.48,104.27,130.08
122.58,154.85,191.73,161.07,145.27,111.43,117.53,185.28,103.97,129.78
121.95,155.38,191.58,161.27,144.5,111.38,117.57,186.08,103.7,129.45
121.32,155.9,191.42,161.52,143.7,111.28,117.62,186.72,103.47,129.12
120.7,156.38,191.22,161.73,142.92,111.37,117.63,187.37,103.25,128.82
120.03,156.9,191.02,162.02,142.13,111.4,117.67,188.02,103,128.57
119.35,157.43,190.83,162.3,141.28,111.5,117.72,188.47,102.82,128.3
118.7,158.12,190.63,162.6,140.43,111.57,117.78,188.9,102.58,128.02
118.13,158.77,190.43,162.68,139.58,111.47,117.85,189.3,102.37,127.75
117.55,159.45,190.22,162.77,138.77,111.37,117.95,189.47,102.18,127.45
116.98,160.13,190.1,162.92,137.97,111.32,118.07,189.63,102.38,127.15
116.45,160.85,189.95,163.13,137.35,111.27,118.23,189.82,102.57,126.85
116.02,161.17,189.88,163.32,136.73,111.25,118.43,190.23,102.75,126.73
115.7,161.38,189.92,163.57,136.1,111.22,118.57,190.47,103.02,126.58
115.33,161.63,189.9,163.93,135.43,111.2,118.72,190.73,103.33,126.67
114.83,161.87,189.92,164.27,134.82,111.27,118.88,191.05,103.73,126.72
114.28,162.08,189.7,164.58,134.18,111.33,119.05,191.37,104.13,126.78
113.72,162.23,189.35,164.97,133.62,111.4,119.17,191.63,104.57,126.83
113.13,162.33,188.93,165.32,133.08,111.47,119.28,191.95,105.02,126.88
112.5,162.38,188.5,165.75,132.72,111.57,119.42,192.28,105.45,127.2
111.88,162.45,188.12,166.22,132.33,111.65,119.68,192.45,105.93,127.5
111.22,162.52,187.77,166.72,131.93,111.73,120.02,192.5,106.38,127.73
110.5,162.57,187.42,167.17,131.5,111.77,120.32,192.67,106.88,127.95
109.8,162.6,187.07,167.45,131.08,111.75,120.6,192.85,107.48,128.17
109.12,162.63,186.7,167.58,130.58,111.75,121.02,193.03,108.07,128.37
108.45,162.73,186.18,167.65,130.15,111.8,121.42,193.23,108.65,128.52
107.95,162.85,185.72,167.7,129.73,111.87,121.92,193.4,109.22,128.72
107.47,162.98,185.25,167.7,129.27,111.95,122.47,193.53,109.78,128.97
106.93,163.13,184.8,167.75,128.8,112.05,123.02,193.63,110.27,129.13
106.43,163.1,184.33,168.17,128.3,112.15,123.58,193.77,110.72,129.28
105.98,163.03,183.85,168.48,127.78,112.23,124.15,193.9,111.18,129.45
105.57,163,183.37,168.75,127.23,112.28,124.73,194.05,111.6,129.6
105.12,162.93,182.87,168.98,126.73,112.37,125.38,194.18,112,129.67
104.87,162.88,182.35,169.25,126.27,112.4,126.05,194.27,112.42,129.75
104.62,162.78,181.83,169.55,125.87,112.3,126.65,194.33,112.83,129.8
104.53,162.7,181.23,169.73,125.48,112.25,127.33,194.4,113.18,129.83
104.42,162.58,180.63,169.9,125.08,112.02,128.02,194.5,113.6,129.93
104.32,162.43,180.02,170.08,124.65,111.8,128.77,194.6,114.03,130.03
104.25,162.28,179.83,170.27,124.22,111.58,128.45,194.75,114.52,129.98
104.32,161.77,179.63,170.45,123.75,111.42,128.12,194.93,115.1,130.13
104.6,161.27,179.43,170.65,123.3,111.18,127.82,195.22,115.65,130.37
104.83,160.78,179.25,170.85,122.82,110.97,127.4,195.43,116.15,130.6
105.08,160.27,179.08,171,122.65,110.77,126.95,195.65,116.63,130.82
105.37,159.77,178.9,171.22,122.7,110.55,126.53,195.87,117.17,131.1
105.63,159.25,178.68,171.5,122.87,110.28,126.15,196.18,117.7,131.43
106.15,158.75,178.47,171.87,123.1,110.03,125.78,196.5,118.25,131.78
106.58,158.25,178.22,172.27,123.4,109.82,125.43,196.83,118.8,132.13
107.03,157.78,178.07,172.93,123.73,109.65,125.08,197.17,119.4,132.5
