Student 1,Student 2,Student 3,Student 4,Student 5,Student 6,Student 7,Student 8,Student 9,Student 10
130.38,76.63,113.32,78.52,90.3,83.12,111.6,116.65,93.68,96.53
130.65,77.55,113.33,78.55,89.88,83.82,112.43,117.73,93.37,96.88
130.95,78.57,113.4,78.48,89.55,84.47,113.3,118.9,93.05,97.2
131.23,79.57,113.37,78.4,89.18,85.13,114.15,120.07,92.72,97.6
131.53,80.57,113.35,78.38,88.85,85.82,115.02,121.22,92.45,97.93
131.92,81.57,113.12,78.52,88.48,86.48,115.87,122.37,92.08,98.23
132.3,82.58,113.48,78.67,87.98,87.18,116.78,123.47,91.68,98.47
132.62,83.62,113.82,78.77,87.5,87.87,117.72,124.52,91.28,98.6
132.95,84.65,114.18,78.92,86.78,88.53,118.68,125.57,90.88,98.82
133.23,85.68,114.57,79,86.02,89.12,119.67,126.62,90.5,99.2
133.43,86.7,114.83,79.18,85.25,89.97,120.63,127.68,90.13,99.42
133.63,87.73,115.17,79.38,84.43,90.77,121.62,128.75,89.77,99.68
133.83,88.75,115.5,79.55,83.62,91.58,122.57,129.8,89.48,100.13
134,89.78,115.82,79.68,82.75,92.3,123.52,130.5,89.13,100.55
134.15,90.78,116.07,79.85,81.87,92.98,124.47,131.2,88.68,100.98
134.3,91.77,116.4,79.98,81.05,93.47,125.43,131.92,88.22,101.45
134.43,92.73,116.63,80.28,80.22,94.35,126.4,132.68,87.55,102.15
134.52,93.72,116.83,80.83,79.53,95.22,127.42,133.47,86.92,102.87
134.58,94.67,116.92,81.48,78.88,96.17,128.43,134.22,86.2,103.6
134.63,95.62,117.1,82.05,78.27,97.1,129.45,134.75,86.27,104.28
134.63,96.53,117.25,82.7,77.67,98.07,130.45,135.03,86.23,104.97
134.62,97.45,117.35,83.4,77.07,99.05,131.38,135.07,86.22,105.68
134.57,98.35,117.47,84.28,76.48,100.05,132.3,135.08,86.15,106.33
134.48,99.25,117.57,85.18,75.93,101.52,133.18,135.07,86.08,107.03
134.37,100.15,117.63,86.08,75.35,101.95,133.42,135.02,85.98,107.73
134.22,101.03,117.68,86.93,74.98,102.4,133.42,134.8,85.9,108.5
134.03,101.88,117.63,87.77,74.52,102.83,133.42,134.58,85.78,109.28
133.82,102.75,117.78,88.62,74.05,103.3,133.38,134.35,85.57,110.03
133.57,103.6,117.9,89.52,73.68,103.8,133.33,134.12,85.35,110.75
133.32,104.45,118.02,90.45,73.27,104.27,133.27,133.88,85.13,111.42
133.07,105.28,117.98,91.25,72.87,104.72,133.18,133.7,84.97,112.07
132.82,105.87,117.9,92.2,72.52,105.18,133.2,133.57,84.8,112.58
132.57,106.28,117.85,92.6,72.15,105.63,133.22,133.47,84.6,113.08
132.33,106.77,117.77,92.88,71.78,105.97,133.12,133.4,84.6,113.62
132.12,107.28,117.68,93.13,71.43,106.37,133.03,133.33,84.62,114.15
131.9,107.78,117.78,93.38,71.3,106.75,132.92,133.25,84.62,114.72
131.68,108.25,117.88,93.63,71.18,107.12,132.67,132.67,84.87,115.43
131.45,108.75,117.92,93.9,71.22,107.48,132.38,132.03,85.05,115.55
131.2,109.27,117.97,93.98,71.37,107.85,131.97,131.33,84.52,115.73
130.95,109.73,117.92,94.2,71.5,108.18,131.65,130.63,84.02,115.85
130.73,110.22,117.88,94.43,71.7,108.02,131.27,129.93,83.53,115.98
130.48,110.7,117.8,94.62,71.88,107.9,130.85,129.27,83.53,116.07
130.23,111.2,117.77,94.8,72.07,107.75,130.6,128.6,83.48,116.05
129.95,111.62,117.75,94.97,72.05,107.58,130.62,127.93,83.52,116.05
129.68,112.12,117.78,95.13,72.03,107.28,130.65,127.27,83.03,115.5
129.38,112.6,117.78,95.32,72,106.98,130.67,126.62,82.5,115.08
129.12,113.08,117.78,95.52,71.95,106.67,130.72,125.98,82.42,114.67
128.9,113.57,117.75,95.75,71.93,106.28,130.83,125.35,82.45,114.28
128.7,114.08,117.72,95.93,71.92,106.12,131.2,124.75,82.55,113.85
128.52,114.6,117.68,96.08,71.88,105.95,131.57,124.35,82.57,113.32
128.35,115.08,117.67,96.27,71.92,105.82,131.97,123.93,82.57,112.73
128.2,115.63,117.68,96.48,71.97,105.63,132.4,123.53,82.55,112.22
128.08,116.32,118.2,96.52,72.08,105.57,132.83,123.13,82.42,111.7
127.95,116.92,118.7,96.35,72.15,105.35,133.55,122.72,82.62,111.15
127.78,117.48,119.62,96.27,72.27,105.07,134.25,122.23,82.93,111.17
127.63,117.83,120.47,96.27,72.42,104.43,134.92,121.72,83.28,110.62
127.43,118.23,121.33,96.5,72.6,103.08,135.6,121.15,83.63,111.3
127.25,118.33,122.23,96.73,72.83,102.6,136.23,120.58,83.98,111.23
127.32,117.77,123.15,97.08,73.12,102.13,136.83,120.02,84.3,110.27
127.42,117.22,124.07,97.48,72.8,101.7,137.77,119.47,84.62,111
127.52,116.53,124.33,97.78,72.52,101.2,139,118.93,84.73,110.07
127.63,115.85,124.2,98.15,72.25,100.68,138.58,118.43,84.95,110.8
127.73,115.12,124.82,98.53,71.93,99.97,138.02,117.95,85.2,110.63
127.82,114.48,125,98.47,71.72,99.25,137.58,117.52,85.47,110.43
127.87,113.82,125.2,98.28,71.5,98.5,137.13,117.1,85.73,110.03
127.85,113.13,125.55,98,71.37,97.78,136.63,115.95,86.12,110.92
127.85,112.43,125.3,97.67,71.27,97.07,136.15,114.78,86.52,110.85
127.93,111.72,125.05,97.33,71.25,96.6,135.4,113.68,86.92,110.8
126.82,111,124.62,96.97,71.5,96.13,134.3,112.7,87.28,110.77
125.72,110.28,124.18,96.65,71.87,95.68,132.8,111.7,87.73,110.58
124.7,109.52,123.78,96.3,72.28,95.27,131.72,110.67,88.15,110.7
123.72,108.78,123.42,95.95,72.7,94.82,130.52,109.65,88.55,110.78
122.72,108.05,123.03,95.62,73.05,94.42,129.32,108.63,88.93,110.68
121.73,107.35,122.67,95.33,73.53,94,128.1,107.62,89.53,110.63
120.77,106.67,122.3,95.02,73.58,93.57,126.88,106.6,90.15,110.55
119.8,105.98,121.82,94.78,73.62,93.17,125.92,105.57,90.73,110.47
118.85,105.3,121.38,94.47,73.7,92.73,124.97,104.45,91.35,110.17
117.92,104.23,120.98,93.85,73.73,92.35,124.03,103.35,91.75,110.13
117.02,103.23,120.62,93.22,73.75,91.97,123.12,102.28,92.2,109.35
116.13,102.25,120.2,92.62,73.82,91.68,122.17,101.12,91.93,108.87
115.3,101.3,119.82,91.8,73.87,91.38,121.25,100,91.63,108.4
114.48,100.38,119.47,90.92,73.93,91.07,120.35,98.87,91.35,107.93
113.63,99.5,119.15,89.83,73.98,90.72,119.5,97.75,91.12,107.45
112.83,98.65,119.02,88.78,74.02,89.92,118.63,96.62,90.87,106.92
112,97.77,118.52,87.68,74.07,90.08,117.78,95.48,90.63,106.38
111.17,96.88,118.07,86.65,74.12,90.22,116.93,94.35,90.37,105.88
110.37,96.02,117.53,85.65,74.2,90.33,116.1,93.3,90.12,105.52
109.58,95.17,116.93,84.65,74.32,90.42,115.25,92.28,89.88,104.38
108.82,94.22,116.32,83.43,74.4,90.67,114.38,91.2,89.62,103.52
107.73,93.33,115.72,82.22,74.52,90.97,113.52,90.07,89.35,102.23
107.03,92.47,115.13,80.98,74.6,91.28,112.58,88.85,89.07,100.93
106.37,91.57,114.62,79.5,74.62,91.75,111.67,87.58,88.75,99.63
105.27,90.83,114.08,78.5,74.65,92.23,110.77,86.3,88.42,98.35
104.57,90.1,113.58,77.7,74.65,92.73,109.93,84.97,88.15,97.05
103.37,89.35,113.15,76.9,74.67,93.28,109.12,83.87,87.87,95.78
102.2,88.58,112.48,76.13,74.5,93.9,108.35,82.75,87.57,94.47
101.05,87.75,111.92,75.42,74.22,94.53,107.57,82.1,87.37,92.97
99.9,86.93,111.42,74.7,73.85,95.18,106.88,81.48,87.2,92.05
99.35,86.12,110.88,74.2,73.38,96.62,106.27,80.92,86.95,91.2
98.77,85.32,110.43,73.67,72.95,98.07,105.63,80.32,86.4,90.37
98.15,84.52,109.93,73.13,72.47,100,105.08,79.73,85.82,89.48
97.58,83.73,109.5,72.63,72.02,101.85,104.57,79.1,85.23,88.6
97.03,83.05,108.98,72.12,71.45,103.58,103.83,78.42,84.75,87.78
98.43,82.28,108.45,71.65,70.9,105.33,102.83,77.7,84.13,87.35
99.65,81.6,107.87,71.22,70.42,107.1,101.83,77,84.45,87.43
99.42,80.95,107.32,70.78,69.93,108.92,100.85,76.27,84.95,87.45
99.15,80.25,106.77,70.58,69.5,110.72,99.78,75.53,85.05,86.83
98.6,79.57,106.27,70.38,69.03,112.5,98.67,74.85,85.05,86.7
97.47,78.83,105.77,70.25,68.58,114.05,97.35,74.15,84.97,86.55
96.9,78.2,105.27,70.12,68.18,115.6,96.08,73.23,84.87,86.42
96.32,77.5,104.75,69.95,67.7,117.12,94.82,72.32,84.75,86.43
95.68,76.8,104.15,69.73,67.25,118.7,93.53,71.4,84.63,86.42
95.03,76.03,103.52,69.87,66.75,120.18,92.35,70.72,84.5,86.1
94.33,75.37,102.85,70.2,66.33,121.58,90.92,69.98,84.05,85.82
93.62,74.73,102.07,70.42,65.95,122.88,89.43,69.55,83.75,84.97
92.88,74.15,101.18,70.52,65.58,124.18,87.92,69.17,83.43,84.93
92.17,73.5,100.17,70.35,65.23,126.2,86.37,68.78,83.17,83.67
91.43,73.2,99.12,70.13,65.1,127.33,84.82,68.35,82.92,83.17
90.48,72.9,98.03,69.77,65.03,128.47,83.28,67.93,82.7,83.48
89.47,72.55,96.93,69.3,65.52,129.53,81.45,67.53,82.62,82.1
88.47,72.35,96.48,68.95,66.02,130.47,79.3,67.12,82.75,82.35
87.45,72.13,96.43,68.55,66.47,131.43,78.78,66.72,82.72,80.95
86.43,71.87,95.62,68.18,66.95,132.63,78.42,66.32,82.63,80.43
85.42,71.52,95.27,68.27,67.3,133.82,77.93,65.87,82.43,80.23
84.38,71.27,94.97,68.38,67.68,135.03,77.47,65.42,82.22,80.32
83.33,71.03,94.67,68.43,68,136.15,77.02,65.78,81.98,79.1
82.27,71.02,94.38,68.5,68.27,137.25,76.55,66.3,81.83,78.87
81.12,71,94.17,68.62,68.45,138.12,76.37,66.75,81.72,78.12
81.18,70.98,94.15,68.72,68.4,139.02,76.57,67.12,81.57,77.3
81.18,70.97,94.13,68.98,68.23,140.08,77.17,67.53,81.3,76.48
81.17,70.83,94.05,69.28,68.03,141.13,77.38,67.97,81.15,75.63
81.12,70.65,93.93,69.58,67.93,142.25,77.72,68.47,80.97,75.23
81.03,70.5,93.88,69.83,67.87,143.27,78.07,68.65,80.93,74.85
80.97,70.35,93.9,70.32,67.77,144.3,78.52,68.85,80.68,74.45
81.02,70.17,93.98,70.73,68.13,145.37,78.97,69.38,80.47,74.05
81.03,69.98,94.08,70.9,68.48,146.43,79.22,70.08,80.32,73.63
81.08,69.8,94.25,71.15,68.82,147.52,79.48,70.65,80.17,73.23
81.15,70,94.45,71.4,69.22,148.48,79.65,71.3,80.25,72.53
81.07,70.12,94.63,71.6,69.6,149.37,79.35,71.85,80.3,72.57
80.92,70.22,94.77,71.75,69.95,150.07,79.1,72.47,80.33,72.25
80.88,70.33,94.87,72.1,70.45,150.78,79.82,73.03,80.42,71.83
80.85,70.42,95.15,72.55,71.1,151.48,80.65,73.8,80.55,71.42
80.92,71.08,95.5,72.9,71.68,152.2,81.45,74.55,80.67,71.57
80.97,71.7,95.67,73.25,72.27,152.9,82.25,75.33,80.75,71.73
81.02,72.42,96.25,73.6,72.87,153.62,83.05,76.15,80.83,71.9
81.05,73.27,96.77,73.72,73.32,154.43,83.85,76.97,80.92,72.03
80.9,74.08,97.4,73.75,73.75,155.27,84.63,77.68,81.05,72
80.78,74.82,97.97,73.85,74.17,156.22,85.45,78.45,80.93,72.7
80.75,75.78,98.55,74.13,74.7,156.95,86.28,79.35,80.7,73.13
81.07,76.65,99.12,74.65,75.22,157.63,87.1,80.45,80.65,73.77
81.23,77.48,99.68,75.13,75.83,158.32,88,81.55,80.6,74.43
81.37,78.32,100.23,75.67,76.52,158.85,88.85,82.42,80.53,74.83
81.87,79.17,100.73,76.2,77.23,159.33,89.68,82.85,80.47,75.2
81.97,80.02,101.15,76.6,77.97,159.82,90.45,83.2,80.37,75.53
82.55,80.88,101.82,77.05,78.7,160.25,91.15,83.28,80.25,75.83
83,81.77,102.58,77.43,79.5,160.63,91.68,83.37,80.13,76.13
83.38,82.68,103.32,77.77,80.43,161.02,92.25,83.5,80,76.52
83.75,83.57,104.48,78.12,81.3,161.4,92.65,83.65,79.83,76.92
83.55,84.45,105.75,78.38,82.22,161,93.12,83.82,79.68,77.27
83.37,85.32,107.03,78.63,83.13,160.63,93.5,83.97,79.82,77.57
83.2,86.13,108.35,78.83,84.08,160.17,93.85,84.1,80.28,77.88
83,86.83,109.53,79,84.85,159.72,94.22,84.28,80.77,78.23
82.72,87.35,110.75,79.17,85.73,159.33,94.62,84.47,81.3,78.48
80.5,87.98,111.97,79.27,86.57,158.72,95.03,84.7,81.95,78.37
78.48,88.55,113.15,79.32,87.08,158.12,95.47,84.92,81.98,78.13
77.88,89.05,114.35,79.38,87.63,157.48,95.88,85.13,81.83,77.92
77.3,89.68,115.72,79.13,88.15,156.85,96.33,85.38,81.62,78.3
76.93,90.35,117,78.9,88.65,156.22,96.75,85.57,81.33,78.12
77.23,90.83,118.52,78.63,89.13,155.62,97,85.85,81.03,77.92
76.97,91.22,120.02,78.33,89.62,155.02,97.17,86.15,80.77,77.83
76.7,91.62,121.53,78.03,90.1,154.42,97.28,86.47,80.5,77.58
76.47,91.8,123.1,77.77,90.58,153.83,97.43,86.77,80.23,77.35
76.22,91.88,125.05,77.5,91.02,153.27,97.55,86.82,80.12,77.45
76.03,91.9,127.05,77.25,91.42,152.7,97.4,86.9,79.93,77.6
76.03,91.88,129.05,77.02,91.73,152.13,97.15,86.68,79.73,77.7
76.22,91.82,131.17,76.8,92.03,151.58,96.95,86.43,79.53,77.78
76.92,91.8,132.45,76.6,92.32,151.02,96.75,86.2,79.28,77.87
77.63,91.67,133.7,76.38,92.42,150.47,96.5,86.02,79.05,77.97
78.48,91.53,135.23,76.17,92.48,149.9,96.25,86.88,78.82,78.07
79.38,91.42,136.52,76.02,92.53,149.37,95.92,87.72,78.58,78.18
80.28,91.28,137.43,75.88,92.58,148.93,95.6,88.57,78.32,78.17
81.18,91.17,138.32,75.78,92.62,148.47,96.18,89.4,78.08,78.15
82.1,91.05,139.18,75.67,92.65,147.98,96.98,90.22,77.87,78.15
83.03,90.92,140.03,75.57,92.6,147.5,97.78,91.03,77.73,77.85
83.98,90.7,140.83,75.52,92.93,147.02,98.6,91.85,77.57,77.55
84.95,90.48,141.63,75.5,93.85,146.58,99.45,92.6,77.38,77.25
85.93,90.05,142.42,75.43,94.8,146.17,100.32,93.23,77.13,76.97
86.93,89.63,143.17,75.33,95.73,145.75,101.2,93.88,76.85,77.2
87.92,89.23,143.88,75.23,96.67,145.3,102.05,94.5,76.58,77.45
88.97,88.83,144.58,74.95,97.62,144.68,102.9,95.1,76.33,77.68
89.98,88.62,145.3,74.63,98.55,144.03,103.75,95.68,76.02,77.92
91,88.45,146,74.3,99.38,143.37,104.62,96.18,75.72,77.68
92.07,88.28,146.65,74.55,100.23,142.73,105.45,96.98,75.27,77.4
93.1,88.07,147.25,74.63,100.98,142.12,106.22,97.75,74.83,77.13
94,88.05,147.78,74.85,101.7,141.5,106.97,98.17,74.38,76.87
94.92,88.03,148.32,75.38,102.45,140.85,107.67,98.4,73.92,76.6
95.78,88.05,148.8,75.8,103.18,140.17,108.33,98.82,73.43,76.3
96.62,88.05,149.23,76.23,103.9,139.55,109.08,99.13,72.95,76.02
97.57,88.08,149.65,76.75,104.67,138.97,110.27,99.52,72.98,75.72
98.57,88.12,150.08,77.28,105.42,138.47,111.43,99.93,73.08,75.47
99.42,88.12,150.5,77.98,106.02,137.83,111.62,100.33,73.4,75.3
100.25,88.15,150.7,78.6,106.45,137.25,111.68,100.7,73.8,75.17
101.03,87.57,150.78,79.28,106.93,136.68,111.72,101.07,74.18,74.47
101.78,87.02,150.87,79.92,107.5,136.13,111.77,101.45,74.6,73.78
102.55,86.48,150.9,80.58,108.22,135.57,111.82,101.8,75.05,73.08
103.37,85.82,150.93,81.4,109.15,134.93,111.85,102.12,75.57,72.5
104.37,85.18,150.95,82.27,110.15,134.32,111.9,102.43,76.07,71.93
105.3,84.63,150.97,83.18,111.15,133.62,111.95,102.65,76.78,71.42
106.12,83.92,151,84.05,111.73,132.98,111.98,102.82,77.63,70.92
106.88,83.3,151.03,84.72,112.32,132.37,112,102.67,78.27,70.67
107.43,82.65,151.05,85.33,112.87,131.77,112,102.6,78.88,70.42
107.97,81.85,151.03,86,113.5,131.17,112.03,102.73,79.5,70.48
108.45,81.03,151.03,86.68,114.28,130.58,112.07,103.28,80.13,70.58
108.97,80.23,151.1,87.4,115.07,129.97,112.03,103.92,80.75,70.63
109.5,80.17,150.83,88,115.72,129.32,112.08,104.58,81.35,70.67
110.15,80.1,150.42,88.63,116.38,128.65,112.28,105.27,81.97,70.82
110.87,80.1,149.98,89.3,117.03,127.97,112.47,105.93,82.63,70.92
111.58,80.08,149.13,89.93,117.62,127.32,112.75,106.5,83.33,71.02
112.27,80.05,148.2,90.57,117.9,126.73,113.02,107.08,84.02,71.15
112.97,80.03,147.13,91.25,118.17,126.12,113.28,107.7,84.72,71.28
113.65,80.07,146.08,91.93,118.4,125.53,113.53,108.33,85.07,71.57
114.33,80.25,145.12,92.63,118.85,124.95,113.77,108.93,85.48,71.73
115.07,80.5,144.13,93.32,119.28,124.38,114,109.53,85.85,71.93
115.77,80.73,143.13,94.05,119.75,124.07,114.2,110.07,86.27,72.1
116.45,80.9,142.15,94.82,120.35,123.73,114.37,110.6,86.83,72.52
117.2,81.12,141.12,95.57,120.95,123.42,114.53,111.2,87.43,72.93
117.92,81.27,139.92,96.35,121.55,123.08,114.72,111.72,88.07,73.38
118.63,81.37,138.78,97.08,122.17,122.77,114.9,112.25,88.78,73.85
119.27,81.65,137.42,97.83,122.78,122.48,115.18,112.67,89.52,74.32
119.92,81.98,136.05,98.6,123.33,122.2,115.5,113.07,90.27,74.67
120.62,82.37,134.65,99.4,123.9,121.77,115.88,113.53,91.03,75
